,antecedents,consequents,antecedent support,consequent support,support,confidence,lift,leverage,conviction,f
343,"frozenset({'sku#_6100921', 'sku#_6200129'})","frozenset({'sku#_1230703', 'sku#_580033'})",0.0002597233945847672,0.0014284786702162197,0.0001947925459385754,0.75,525.0340909090909,0.00019442153660925493,3.994286085319135,0.07670454545454544
1318,"frozenset({'sku#_5941128', 'sku#_5441798'})","frozenset({'sku#_3401136', 'sku#_1922517'})",0.00022653477308766896,0.0009816506833798988,0.00015102318205844598,0.6666666666666666,679.1282051282051,0.00015080080404363515,2.99705504794986,0.06837606837606837
1149,"frozenset({'sku#_5941128', 'sku#_5441798'})","frozenset({'sku#_1922517', 'sku#_1591136'})",0.00022653477308766896,0.0012081854564675678,0.00015102318205844598,0.6666666666666666,551.7916666666666,0.00015074948604021729,2.9963754436305967,0.05555555555555555
358,"frozenset({'sku#_851712', 'sku#_1230703'})","frozenset({'sku#_6100921', 'sku#_4370921'})",0.0001947925459385754,0.0011038244269852607,0.0001298616972923836,0.6666666666666666,603.9607843137254,0.00012964668052198194,2.9966885267190437,0.05228758169934639
1346,"frozenset({'sku#_3832818', 'sku#_3110746'})","frozenset({'sku#_3401136', 'sku#_6221150'})",0.00022653477308766896,0.0017367665936721286,0.00015102318205844598,0.6666666666666666,383.8550724637681,0.00015062974403224223,2.994789700218983,0.03864734299516908
100,"frozenset({'sku#_2391007', 'sku#_5663723'})","frozenset({'sku#_2313723', 'sku#_3663723'})",0.00012260912211868564,0.003310446297204512,0.00012260912211868564,1.0,302.0740740740741,0.00012220323120436434,inf,0.03703703703703704
1219,"frozenset({'sku#_5941128', 'sku#_5441798'})","frozenset({'sku#_3401136', 'sku#_1591136'})",0.00022653477308766896,0.0018877897757305746,0.00015102318205844598,0.6666666666666666,353.14666666666665,0.00015059553202996363,2.994336630672808,0.03555555555555555
1361,"frozenset({'sku#_3401136', 'sku#_1922517', 'sku#_5441798'})","frozenset({'sku#_5941128', 'sku#_1591136'})",0.00022653477308766896,0.0034735331873442573,0.00015102318205844598,0.6666666666666666,191.92753623188406,0.00015023630600603845,2.989579400437967,0.01932367149758454
20,"frozenset({'sku#_5289751', 'sku#_4017330'})",frozenset({'sku#_1389578'}),0.00037896731406916154,0.0197063003315964,0.00037896731406916154,1.0,50.74519230769231,0.0003714992703622562,inf,0.019230769230769232
572,"frozenset({'sku#_6510855', 'sku#_63993'})",frozenset({'sku#_3452009'}),0.00014594279042615295,0.009826814555360965,0.00014594279042615295,1.0,101.76237623762376,0.00014450863768894324,inf,0.01485148514851485
68,"frozenset({'sku#_5351664', 'sku#_91089'})",frozenset({'sku#_6652574'}),0.00023642525021672314,0.016155725431476083,0.00023642525021672314,1.0,61.89756097560975,0.00023260562878915373,inf,0.014634146341463412
